0	1050
1050	0
1	229
229	1
2	229
229	2
3	467
467	3
4	1228
1228	4
5	229
229	5
6	94
94	6
8	971
971	8
8	1620
1620	8
9	63
63	9
10	1056
1056	10
10	1514
1514	10
10	1530
1530	10
10	1701
1701	10
11	935
935	11
12	1877
1877	12
13	330
330	13
14	490
490	14
14	504
504	14
14	537
537	14
14	1056
1056	14
14	1375
1375	14
14	1400
1400	14
14	1651
1651	14
14	1912
1912	14
15	731
731	15
15	806
806	15
15	1133
1133	15
15	1186
1186	15
16	394
394	16
16	504
504	16
16	1400
1400	16
16	1804
1804	16
17	1022
1022	17
18	135
135	18
19	370
370	19
19	627
627	19
19	1645
1645	19
19	1657
1657	19
20	370
370	20
20	627
627	20
20	1225
1225	20
21	1606
1606	21
22	420
420	22
22	1282
1282	22
22	1637
1637	22
23	267
267	23
23	813
813	23
24	594
594	24
25	1347
1347	25
26	123
123	26
26	388
388	26
27	1076
1076	27
28	617
617	28
30	31
31	30
30	82
82	30
30	372
372	30
30	488
488	30
30	553
553	30
30	596
596	30
30	707
707	30
30	748
748	30
30	866
866	30
30	1051
1051	30
30	1057
1057	30
30	1096
1096	30
30	1103
1103	30
30	1352
1352	30
30	1377
1377	30
30	1443
1443	30
30	1498
1498	30
30	1646
1646	30
30	1660
1660	30
30	1674
1674	30
30	1741
1741	30
30	1876
1876	30
30	1987
1987	30
30	2001
2001	30
31	1051
1051	31
32	140
140	32
32	203
203	32
33	688
688	33
33	1987
1987	33
34	577
577	34
35	359
359	35
37	520
520	37
38	889
889	38
39	1221
1221	39
40	1024
1024	40
41	515
515	41
41	1883
1883	41
42	514
514	42
42	1017
1017	42
43	752
752	43
43	1856
1856	43
44	382
382	44
44	511
511	44
44	1292
1292	44
44	1356
1356	44
44	1572
1572	44
44	1910
1910	44
44	1954
1954	44
45	1558
1558	45
46	220
220	46
46	823
823	46
46	1406
1406	46
47	1611
1611	47
47	2006
2006	47
48	1609
1609	48
49	669
669	49
49	1114
1114	49
49	1186
1186	49
50	1131
1131	50
51	574
574	51
52	71
71	52
52	371
371	52
53	2016
2016	53
54	1640
1640	54
55	203
203	55
55	854
854	55
56	995
995	56
56	1244
1244	56
57	357
357	57
58	1560
1560	58
59	310
310	59
59	650
650	59
59	1356
1356	59
59	1629
1629	59
60	1775
1775	60
61	1721
1721	61
62	372
372	62
65	942
942	65
65	1648
1648	65
65	1683
1683	65
65	1727
1727	65
66	304
304	66
67	817
817	67
68	514
514	68
68	1017
1017	68
68	1431
1431	68
68	1892
1892	68
69	1441
1441	69
70	1649
1649	70
71	634
634	71
71	1074
1074	71
71	1651
1651	71
72	785
785	72
72	1415
1415	72
72	1762
1762	72
73	1465
1465	73
74	477
477	74
74	1158
1158	74
76	1012
1012	76
76	1017
1017	76
77	1338
1338	77
78	826
826	78
78	969
969	78
79	1983
1983	79
80	183
183	80
81	295
295	81
82	594
594	82
83	344
344	83
84	1411
1411	84
84	1974
1974	84
85	658
658	85
86	186
186	86
86	414
414	86
86	571
571	86
86	683
683	86
86	739
739	86
86	871
871	86
86	1024
1024	86
86	1034
1034	86
86	1046
1046	86
86	1907
1907	86
87	620
620	87
87	743
743	87
87	1423
1423	87
88	161
161	88
88	330
330	88
88	1447
1447	88
88	1637
1637	88
89	839
839	89
89	1217
1217	89
89	1474
1474	89
90	161
161	90
90	965
965	90
90	1025
1025	90
90	1356
1356	90
90	1637
1637	90
90	1668
1668	90
90	1888
1888	90
91	424
424	91
91	1115
1115	91
92	528
528	92
93	1345
1345	93
93	1750
1750	93
95	1400
1400	95
96	860
860	96
96	871
871	96
96	987
987	96
96	1145
1145	96
96	1494
1494	96
96	1918
1918	96
97	492
492	97
97	520
520	97
97	697
697	97
97	919
919	97
98	194
194	98
98	480
480	98
98	815
815	98
99	708
708	99
100	1339
1339	100
100	1888
1888	100
101	843
843	101
102	1400
1400	102
103	357
357	103
104	1461
1461	104
104	1555
1555	104
105	1017
1017	105
107	714
714	107
108	296
296	108
108	736
736	108
109	229
229	109
109	1789
1789	109
110	119
119	110
110	156
156	110
110	297
297	110
110	604
604	110
110	801
801	110
110	1990
1990	110
111	1447
1447	111
111	1488
1488	111
111	1637
1637	111
112	471
471	112
112	702
702	112
113	1729
1729	113
113	1804
1804	113
114	788
788	114
116	641
641	116
117	594
594	117
118	1931
1931	118
120	1892
1892	120
121	1356
1356	121
122	281
281	122
122	310
310	122
122	777
777	122
124	1376
1376	124
124	1447
1447	124
124	1637
1637	124
124	1888
1888	124
125	611
611	125
125	1400
1400	125
126	161
161	126
126	1279
1279	126
127	1694
1694	127
128	490
490	128
128	1225
1225	128
128	1299
1299	128
128	1514
1514	128
129	1299
1299	129
130	575
575	130
130	716
716	130
130	800
800	130
130	1359
1359	130
131	1497
1497	131
131	1997
1997	131
132	1271
1271	132
132	1953
1953	132
133	749
749	133
134	710
710	134
135	1072
1072	135
136	1431
1431	136
137	1017
1017	137
137	1984
1984	137
138	304
304	138
138	1923
1923	138
139	1420
1420	139
140	942
942	140
140	1400
1400	140
140	1524
1524	140
140	1911
1911	140
141	1190
1190	141
141	1375
1375	141
142	233
233	142
143	528
528	143
144	1305
1305	144
145	161
161	145
145	380
380	145
145	511
511	145
145	713
713	145
145	975
975	145
145	1180
1180	145
145	1356
1356	145
145	1565
1565	145
145	1599
1599	145
145	1668
1668	145
146	241
241	146
146	355
355	146
147	358
358	147
148	1906
1906	148
149	514
514	149
149	1012
1012	149
149	1017
1017	149
151	1017
1017	151
152	223
223	152
152	1299
1299	152
152	1375
1375	152
153	532
532	153
154	1201
1201	154
155	528
528	155
156	1356
1356	156
156	1637
1637	156
157	1511
1511	157
158	510
510	158
158	1235
1235	158
159	985
985	159
160	427
427	160
160	620
620	160
160	838
838	160
160	1483
1483	160
160	1606
1606	160
161	178
178	161
161	193
193	161
161	344
344	161
161	372
372	161
161	434
434	161
161	595
595	161
161	654
654	161
161	684
684	161
161	794
794	161
161	862
862	161
161	876
876	161
161	906
906	161
161	917
917	161
161	918
918	161
161	919
919	161
161	973
973	161
161	1068
1068	161
161	1084
1084	161
161	1088
1088	161
161	1198
1198	161
161	1249
1249	161
161	1293
1293	161
161	1339
1339	161
161	1406
1406	161
161	1439
1439	161
161	1477
1477	161
161	1506
1506	161
161	1592
1592	161
161	1654
1654	161
161	1747
1747	161
161	1776
1776	161
161	1780
1780	161
161	1809
1809	161
161	1833
1833	161
161	1883
1883	161
161	1887
1887	161
161	1890
1890	161
161	1987
1987	161
162	1861
1861	162
163	435
435	163
163	599
599	163
163	983
983	163
163	1224
1224	163
163	1400
1400	163
163	1549
1549	163
163	1593
1593	163
163	1901
1901	163
163	1944
1944	163
164	310
310	164
164	488
488	164
165	1342
1342	165
165	1552
1552	165
166	594
594	166
167	381
381	167
168	1786
1786	168
169	295
295	169
169	1667
1667	169
170	329
329	170
170	1435
1435	170
171	859
859	171
172	1904
1904	172
173	401
401	173
174	436
436	174
174	437
437	174
175	436
436	175
175	528
528	175
175	634
634	175
176	1892
1892	176
177	1228
1228	177
178	212
212	178
178	817
817	178
178	896
896	178
178	1166
1166	178
178	1356
1356	178
178	1441
1441	178
178	1637
1637	178
178	1668
1668	178
178	1737
1737	178
178	1739
1739	178
178	1753
1753	178
178	1888
1888	178
179	569
569	179
180	344
344	180
180	1380
1380	180
180	1400
1400	180
181	1186
1186	181
181	1726
1726	181
182	1518
1518	182
183	530
530	183
183	1460
1460	183
183	1637
1637	183
184	711
711	184
185	1628
1628	185
186	683
683	186
186	739
739	186
187	298
298	187
187	389
389	187
187	971
971	187
187	1081
1081	187
187	1621
1621	187
187	1763
1763	187
188	741
741	188
188	1819
1819	188
189	1400
1400	189
190	515
515	190
190	908
908	190
190	1883
1883	190
191	344
344	191
193	278
278	193
193	301
301	193
193	1234
1234	193
193	1501
1501	193
193	1876
1876	193
194	480
480	194
194	611
611	194
194	1547
1547	194
195	1628
1628	195
196	1356
1356	196
197	557
557	197
197	988
988	197
197	1159
1159	197
198	514
514	198
199	238
238	199
200	1499
1499	200
201	1655
1655	201
202	1727
1727	202
204	920
920	204
205	723
723	205
206	1853
1853	206
207	238
238	207
208	632
632	208
209	667
667	209
209	1821
1821	209
210	821
821	210
211	486
486	211
211	1073
1073	211
212	896
896	212
212	1190
1190	212
213	487
487	213
213	1745
1745	213
213	1997
1997	213
214	1441
1441	214
215	691
691	215
215	1789
1789	215
216	1789
1789	216
217	1012
1012	217
