1	43	3.56572
1	59	3.55809
1	96	3.86141
1	129	3.86151
1	133	3.96944
1	159	4.12722
1	162	4.15336
1	167	4.15343
1	179	4.12746
1	188	4.35627
1	202	4.30237
1	209	4.30238
1	222	4.66594
1	239	4.66593
1	698	6.09082
1	755	0.0308183
1	857	6.31725
2	276	3.1186
2	431	3.96746
2	450	3.72834
2	475	4.09429
2	501	4.47671
2	512	4.48028
2	517	4.66926
2	526	4.63639
2	538	4.80222
2	547	4.5189
2	563	4.8844
2	570	4.95696
2	596	0.00514122
2	628	3.39882
2	929	0.00390131
2	945	6.88499
2	977	7.45963
3	34	3.02594
3	94	3.4891
3	114	3.48385
3	268	4.19518
3	289	4.20911
3	291	0.0062086
3	307	4.60206
3	353	4.82671
3	387	4.92222
3	401	5.02553
3	403	5.0332
3	406	5.01876
3	409	4.96874
3	413	5.04389
3	430	5.10648
3	658	0.00602076
3	910	7.1365
4	89	3.42361
4	100	3.53696
4	112	3.66732
4	115	3.50913
4	124	3.81018
4	170	3.79829
4	234	4.11028
4	251	4.12273
4	262	4.59455
4	286	4.52967
4	325	4.44319
4	326	4.66237
4	360	4.76338
4	363	4.76332
4	544	5.48413
4	754	6.86373
4	772	6.77236e-14
5	146	0.00935883
5	552	2.95184
5	597	3.32961
5	689	4.01933
5	746	4.14474
5	749	4.32882
5	776	4.51352
5	782	4.68683
5	820	5.0119
5	828	5.1294
5	831	5.08704
5	837	5.23334
5	849	5.26125
5	853	5.40313
5	861	5.48338
5	867	5.52226
5	899	0.0808421
6	9	3.08088
6	16	3.32177
6	70	3.62864
6	79	3.63614
6	128	3.81054
6	153	3.9466
6	178	0.00326859
6	187	4.10525
6	190	4.34608
6	193	4.47976
6	195	4.34606
6	447	4.10079
6	606	5.90832
6	783	6.67067
6	893	0.00541393
6	967	7.20043
6	996	7.50479
7	94	3.08305
7	181	3.61942
7	211	3.58658
7	289	3.80306
7	298	4.18162
7	307	4.19602
7	353	4.42066
7	387	4.51618
7	401	4.61948
7	403	4.62716
7	406	4.61272
7	413	4.63785
7	430	4.70044
7	485	4.74222
7	550	4.00824
7	910	6.73046
7	963	2.09211e-13
8	677	2.23245e-13
8	883	3.60367
8	889	2.97494
8	896	3.73801
8	900	3.94153
8	930	4.18401
8	933	4.38523
8	949	4.19427
8	959	4.54375
8	960	4.59489
8	972	4.72796
8	981	4.79957
8	982	4.90764
8	985	4.78742
8	987	4.74895
8	999	4.98368
8	1000	4.98552
9	71	3.28999
9	79	3.39012
9	153	3.70058
9	187	3.85923
9	189	4.08733
9	190	4.10006
9	193	4.23374
9	195	4.10004
9	447	3.85477
9	464	0.00437383
9	554	0.00792911
9	606	5.6623
9	783	6.42465
9	967	6.95441
9	996	7.25877
10	276	2.96382
10	431	3.81268
10	465	3.88643
10	500	4.15101
10	501	4.32193
10	514	0.00527521
10	517	4.51448
10	526	4.4816
10	538	4.64743
10	547	4.36412
10	560	4.64892
10	563	4.72962
10	570	4.80218
10	692	0.00956701
10	801	5.71666
10	945	6.73021
10	956	6.30934
11	22	4.30272
11	45	4.40963
11	46	4.4011
11	66	4.54556
11	75	4.5393
11	81	4.51949
11	92	4.53309
11	102	4.64475
11	106	4.639
11	134	4.75553
11	140	4.75554
11	142	4.75553
11	145	4.75553
11	151	4.75552
11	621	5.76726
11	797	0.0108125
11	803	0.00652503
12	70	3.78381
12	71	3.69117
12	128	3.9657
12	153	4.10177
12	187	4.26041
12	189	4.48851
12	190	4.50125
12	193	4.63492
12	195	4.50123
12	361	0.00601689
12	390	0.00328117
12	447	4.25596
12	606	6.06349
12	783	6.82583
12	874	0.00465521
12	967	7.3556
12	996	7.65995
13	17	3.72093
13	24	4.36261
13	45	4.13866
13	62	4.14093
13	66	4.27459
13	75	4.26833
13	81	4.24852
13	92	4.26212
13	102	4.37378
13	106	4.36802
13	134	4.48456
13	140	4.48456
13	142	4.48456
13	145	4.48456
13	151	4.48455
13	621	5.49629
13	674	3.65333e-05
14	123	1.99842
14	259	0.0125307
14	276	3.00107
14	422	3.45724
14	501	4.35918
14	512	4.36274
14	517	4.55173
14	526	4.51885
14	538	4.68468
14	547	4.40136
14	560	4.68617
14	563	4.76687
14	570	4.83943
14	735	0.00110938
14	945	6.76746
14	956	6.34659
14	977	7.34209
15	317	0.00120701
15	583	0.00673138
15	722	2.44144
15	805	3.47208
15	840	3.96987
15	888	4.37016
15	905	4.51705
15	918	4.52436
15	955	4.82685
15	962	5.12256
15	966	5.18772
15	968	5.09899
15	976	5.26313
15	980	5.13045
15	988	5.39728
15	989	5.368
15	993	5.41401
16	18	3.23172
16	70	3.62351
16	71	3.53087
16	87	3.72308
16	128	3.80541
16	187	4.10012
16	189	4.32822
16	190	4.34095
16	193	4.47462
16	195	4.34093
16	239	0.0197167
16	601	0.00231468
16	606	5.90319
16	783	6.66554
16	967	7.1953
16	996	7.49966
17	22	4.04683
17	24	4.37769
17	46	4.1452
17	62	4.15602
17	66	4.28967
17	75	4.28341
17	92	4.2772
17	102	4.38886
17	106	4.3831
17	134	4.49964
17	140	4.49965
17	142	4.49964
17	145	4.49964
17	151	4.49963
17	468	0.0444232
17	621	5.51137
18	79	3.54609
18	87	3.63817
18	128	3.72049
18	153	3.85655
18	187	4.0152
18	189	4.2433
18	190	4.25603
18	193	4.38971
18	195	4.25601
18	447	4.01074
18	606	5.81827
18	646	0.00730416
18	783	6.58062
18	875	0.00753281
18	967	7.11038
18	996	7.41474
19	114	3.48129
19	120	3.46687
19	121	3.55181
19	201	3.79862
19	280	4.37093
19	298	4.5851
19	307	4.5995
19	387	4.91966
19	401	5.02297
19	403	5.03064
19	406	5.0162
19	409	4.96618
19	413	5.04133
19	430	5.10392
19	481	0.00533473
19	653	0.0121058
19	910	7.13394
20	769	2.58803
20	883	3.66252
20	896	3.79687
20	900	4.00038
20	928	4.18551
20	930	4.24287
20	931	0.187443
20	941	4.40893
20	949	4.25312
20	959	4.60261
20	960	4.65374
20	970	4.76011
20	982	4.96649
20	985	4.84627
20	992	5.04683
20	999	5.04253
20	1000	5.04438
21	454	2.91063
21	498	3.27453
21	541	3.77603
21	579	3.86535
21	607	4.09427
21	616	3.99893
21	622	4.243
21	635	4.58608
21	639	4.2446
21	654	4.73372
21	663	4.61202
21	697	4.94203
21	727	5.18561
21	729	5.0233
21	748	2.78358e-13
21	761	5.31054
21	766	5.31052
22	45	4.46455
22	46	4.45602
22	62	4.46683
22	66	4.60049
22	75	4.59422
22	81	4.57441
22	102	4.69968
22	134	4.81046
22	140	4.81046
22	142	4.81046
22	145	4.81045
22	151	4.81044
22	621	5.82218
22	737	0.00138488
22	782	0.0140222
23	645	1.97591
23	661	2.42323
23	793	3.82703
23	804	3.91107
23	877	4.45767
23	878	4.71031
23	886	4.66346
23	895	4.65291
23	898	4.77092
23	903	4.74164
23	912	4.73651
23	922	4.82652
23	924	4.93817
23	931	4.84789
23	969	5.30964
23	973	5.30963
23	993	4.03844e-14
24	46	4.78688
24	62	4.7977
24	75	4.92509
24	92	4.91888
24	102	5.03054
24	106	5.02478
24	134	5.14132
24	140	5.14133
24	142	5.14132
24	145	5.14132
24	151	5.14131
24	213	0.00294977
24	621	6.15305
24	822	0.000625239
24	837	0.00273347
25	27	0.870169
25	463	3.14678
25	516	3.96839
25	541	3.94976
25	556	3.74568
25	557	4.0679
25	579	4.03909
25	622	4.41673
25	639	4.41833
25	670	4.78042
25	694	0.00417276
25	697	5.11577
25	727	5.35935
25	729	5.19703
25	761	5.48428
25	766	5.48425
25	979	6.06008
26	135	3.01927
26	138	3.06368
26	143	2.96324
26	218	3.62956
26	346	4.15752
26	377	4.49854
26	380	4.37284
26	384	4.42709
26	416	4.69516
26	440	4.70764
26	470	4.98432
26	533	5.38805
26	613	0.0100598
26	751	5.47534
26	938	7.14729
26	988	0.022582
26	995	7.54073
27	389	3.35286
27	484	3.90763
27	557	4.53698
27	568	4.30078
27	579	4.50816
27	607	4.73708
27	616	4.64173
27	639	4.8874
27	654	5.37652
27	697	5.58484
27	727	5.82842
27	729	5.6661
27	761	5.95335
27	766	5.95332
27	808	0.000692724
27	999	0.0254684
28	373	2.5196
28	540	3.98113
28	590	4.13513
28	593	4.30595
28	644	4.79592
28	647	4.67253
28	653	4.82558
28	669	4.73629
28	675	4.98093
28	684	5.02192
28	687	5.05575
28	707	5.26503
28	709	5.23918
28	712	5.28027
28	720	5.28025
28	740	0.0123925
28	849	0.00260561
29	88	0.000228197
29	381	2.85962
29	527	0.0190442
29	549	3.69385
29	593	4.22918
29	630	4.52543
29	644	4.71916
29	648	4.7404
29	669	4.65952
29	675	4.90416
29	679	4.89982
29	687	4.97899
29	707	5.18827
29	709	5.16241
29	712	5.20351
29	720	5.20348
29	851	5.12911
30	49	3.23829
30	76	3.15637
30	161	3.85201
30	172	3.87252
30	176	3.73553
30	182	3.83878
30	232	4.35299
30	247	4.19137
30	265	4.28798
30	271	4.63225
30	273	4.6322
30	441	0.0139387
30	556	0.000127771
30	704	5.61709
30	754	7.01457
30	909	6.58922
30	974	7.06399
31	98	2.97735
31	226	3.86976
31	261	3.33357
31	334	4.03438
31	371	4.12706
31	386	4.08178
31	398	4.21643
31	419	4.38685
31	443	3.91075
31	448	4.42705
31	455	4.51897
31	485	4.74088
31	543	4.04266
31	544	5.19247
31	832	8.59868e-14
31	845	5.88766
31	866	6.32397
32	131	0.015776
32	481	0.863142
32	605	2.68137
32	682	2.91336
32	784	4.13496
32	791	4.30258
32	796	4.20768
32	825	4.47364
32	830	4.32589
32	869	4.92114
32	873	4.9188
32	887	5.12938
32	902	5.26673
32	937	5.48104
32	940	5.45922
32	950	5.65192
32	986	5.37393
33	254	2.40507
33	330	0.00791446
33	389	3.19032
33	484	3.7451
33	516	4.27492
33	541	4.2563
33	557	4.37444
33	635	5.06635
33	639	4.72486
33	654	5.21398
33	663	5.09229
33	670	5.08695
33	697	5.4223
33	727	5.66588
33	746	0.00147329
33	761	5.79081
33	766	5.79079
34	121	3.50004
34	201	3.74684
34	235	0.00352366
34	268	4.14084
34	298	4.53332
34	307	4.54772
34	353	4.77237
34	387	4.86789
34	401	4.97119
34	403	4.97887
34	406	4.96443
34	409	4.9144
34	413	4.98955
34	430	5.05214
34	493	0.00826149
34	910	7.08216
35	322	2.36117
35	351	2.70213
35	487	3.32598
35	556	3.78157
35	557	4.10379
35	568	3.86759
35	607	4.30389
35	635	4.7957
35	639	4.45421
35	654	4.94333
35	663	4.82164
35	697	5.15165
35	702	0.000383973
35	727	5.39523
35	729	5.23291
35	761	5.52016
35	766	5.52014
35	979	6.09596
36	224	2.64164
36	285	2.84613
36	296	2.87531
36	369	3.42073
36	390	3.73931
36	399	3.73927
36	622	0.000330085
36	682	3.41915
36	785	4.39697
36	827	4.90418
36	835	4.89458
36	869	5.42693
36	870	5.22281
36	887	5.63517
36	890	5.5773
36	902	5.77252
36	911	5.71215
36	950	6.1577
37	435	2.82789
37	590	3.94005
37	630	4.40712
37	647	4.47745
37	648	4.62209
37	653	4.6305
37	675	4.78585
37	676	0.00371587
37	679	4.78151
37	684	4.82684
37	687	4.86067
37	707	5.06995
37	709	5.0441
37	712	5.0852
37	720	5.08517
37	879	0.00225287
37	919	5.54701
37	998	6.38255
38	51	3.48315
38	76	3.37757
38	161	4.07321
38	172	4.09372
38	176	3.95673
38	204	4.23225
38	213	4.2392
38	232	4.57419
38	241	4.35984
38	247	4.41257
38	265	4.50918
38	271	4.85345
38	273	4.8534
38	754	7.23577
